source_file,folder,snapshot,step,atomization_energy
6_0978_0.xyz,03_6_0978_0,10,100,-578.4219155000028
6_0978_0.xyz,03_6_0978_0,11,110,-577.6875405000028
6_0978_0.xyz,03_6_0978_0,12,120,-578.1719155000028
6_0978_0.xyz,03_6_0978_0,13,130,-577.7969155000028
6_0978_0.xyz,03_6_0978_0,14,140,-577.8750405000028
6_0978_0.xyz,03_6_0978_0,15,150,-577.5156655000028
6_0978_0.xyz,03_6_0978_0,16,160,-577.9766030000028
6_0978_0.xyz,03_6_0978_0,17,170,-577.2812905000028
6_0978_0.xyz,03_6_0978_0,18,180,-577.9375405000028
6_0978_0.xyz,03_6_0978_0,19,190,-577.1250405000028
6_0978_0.xyz,03_6_0978_0,20,200,-577.2734780000028
6_0978_0.xyz,03_6_0978_0,21,210,-576.5000405000028
6_0978_0.xyz,03_6_0978_0,22,220,-577.7656655000028
6_0978_0.xyz,03_6_0978_0,23,230,-577.2109780000028
6_0978_0.xyz,03_6_0978_0,24,240,-577.5547280000028
6_0978_0.xyz,03_6_0978_0,25,250,-577.4453530000028
6_0978_0.xyz,03_6_0978_0,26,260,-576.1094155000028
6_0978_0.xyz,03_6_0978_0,27,270,-577.3281655000028
6_0978_0.xyz,03_6_0978_0,28,280,-576.7266030000028
6_0978_0.xyz,03_6_0978_0,29,290,-577.3281655000028
6_0978_0.xyz,03_6_0978_0,30,300,-577.7891030000028
6_0978_0.xyz,03_6_0978_0,31,310,-577.4531655000028
6_0978_0.xyz,03_6_0978_0,32,320,-577.4531655000028
6_0978_0.xyz,03_6_0978_0,33,330,-577.0469155000028
6_0978_0.xyz,03_6_0978_0,34,340,-577.1797280000028
6_0978_0.xyz,03_6_0978_0,35,350,-578.0937905000028
6_0978_0.xyz,03_6_0978_0,36,360,-577.1797280000028
6_0978_0.xyz,03_6_0978_0,37,370,-577.9922280000028
6_0978_0.xyz,03_6_0978_0,38,380,-577.6250405000028
6_0978_0.xyz,03_6_0978_0,39,390,-578.0234780000028
6_0978_0.xyz,03_6_0978_0,40,400,-577.7266030000028
6_0978_0.xyz,03_6_0978_0,41,410,-577.2500405000028
6_0978_0.xyz,03_6_0978_0,42,420,-576.6484780000028
6_0978_0.xyz,03_6_0978_0,43,430,-577.3672280000028
6_0978_0.xyz,03_6_0978_0,44,440,-577.3437905000028
6_0978_0.xyz,03_6_0978_0,45,450,-577.1016030000028
6_0978_0.xyz,03_6_0978_0,46,460,-576.5391030000028
6_0978_0.xyz,03_6_0978_0,47,470,-576.3828530000028
6_0978_0.xyz,03_6_0978_0,48,480,-577.3828530000028
6_0978_0.xyz,03_6_0978_0,49,490,-576.9062905000028
6_0978_0.xyz,03_6_0978_0,50,500,-577.5000405000028
6_0978_0.xyz,03_6_0978_0,51,510,-577.3203530000028
6_0978_0.xyz,03_6_0978_0,52,520,-576.9375405000028
6_0978_0.xyz,03_6_0978_0,53,530,-577.1250405000028
6_0978_0.xyz,03_6_0978_0,54,540,-576.6328530000028
6_0978_0.xyz,03_6_0978_0,55,550,-578.0000405000028
6_0978_0.xyz,03_6_0978_0,56,560,-576.7266030000028
6_0978_0.xyz,03_6_0978_0,57,570,-576.6953530000028
6_0978_0.xyz,03_6_0978_0,58,580,-577.3047280000028
6_0978_0.xyz,03_6_0978_0,59,590,-577.1875405000028
6_0978_0.xyz,03_6_0978_0,60,600,-577.0000405000028
6_0978_0.xyz,03_6_0978_0,61,610,-577.7109780000028
6_0978_0.xyz,03_6_0978_0,62,620,-577.2812905000028
6_0978_0.xyz,03_6_0978_0,63,630,-577.7109780000028
6_0978_0.xyz,03_6_0978_0,64,640,-576.5937905000028
6_0978_0.xyz,03_6_0978_0,65,650,-576.4531655000028
6_0978_0.xyz,03_6_0978_0,66,660,-576.9141030000028
6_0978_0.xyz,03_6_0978_0,67,670,-576.3906655000028
6_0978_0.xyz,03_6_0978_0,68,680,-576.5156655000028
6_0978_0.xyz,03_6_0978_0,69,690,-576.6016030000028
6_0978_0.xyz,03_6_0978_0,70,700,-576.7578530000028
6_0978_0.xyz,03_6_0978_0,71,710,-576.9922280000028
6_0978_0.xyz,03_6_0978_0,72,720,-576.5312905000028
6_0978_0.xyz,03_6_0978_0,73,730,-576.7891030000028
6_0978_0.xyz,03_6_0978_0,74,740,-575.8437905000028
6_0978_0.xyz,03_6_0978_0,75,750,-577.4141030000028
6_0978_0.xyz,03_6_0978_0,76,760,-576.3672280000028
6_0978_0.xyz,03_6_0978_0,77,770,-577.1797280000028
6_0978_0.xyz,03_6_0978_0,78,780,-576.9297280000028
6_0978_0.xyz,03_6_0978_0,79,790,-577.5469155000028
6_0978_0.xyz,03_6_0978_0,80,800,-578.2734780000028
6_0978_0.xyz,03_6_0978_0,81,810,-576.8516030000028
6_0978_0.xyz,03_6_0978_0,82,820,-577.4844155000028
6_0978_0.xyz,03_6_0978_0,83,830,-577.7109780000028
6_0978_0.xyz,03_6_0978_0,84,840,-577.3437905000028
6_0978_0.xyz,03_6_0978_0,85,850,-577.5078530000028
6_0978_0.xyz,03_6_0978_0,86,860,-577.8047280000028
6_0978_0.xyz,03_6_0978_0,87,870,-577.1406655000028
6_0978_0.xyz,03_6_0978_0,88,880,-577.2812905000028
6_0978_0.xyz,03_6_0978_0,89,890,-577.5469155000028
6_0978_0.xyz,03_6_0978_0,90,900,-577.2734780000028
6_0978_0.xyz,03_6_0978_0,91,910,-577.2109780000028
6_0978_0.xyz,03_6_0978_0,92,920,-577.5078530000028
6_0978_0.xyz,03_6_0978_0,93,930,-577.2109780000028
6_0978_0.xyz,03_6_0978_0,94,940,-577.0391030000028
6_0978_0.xyz,03_6_0978_0,95,950,-577.6797280000028
6_0978_0.xyz,03_6_0978_0,96,960,-577.5781655000028
6_0978_0.xyz,03_6_0978_0,97,970,-577.1719155000028
6_0978_0.xyz,03_6_0978_0,98,980,-576.1484780000028
6_0978_0.xyz,03_6_0978_0,99,990,-577.3906655000028
6_0978_0.xyz,03_6_0978_0,100,1000,-577.4766030000028
6_0978_0.xyz,03_6_0978_0,101,1010,-577.1797280000028
6_0978_0.xyz,03_6_0978_0,102,1020,-577.6562905000028
6_0978_0.xyz,03_6_0978_0,103,1030,-577.1406655000028
6_0978_0.xyz,03_6_0978_0,104,1040,-578.2266030000028
6_0978_0.xyz,03_6_0978_0,105,1050,-578.0781655000028
6_0978_0.xyz,03_6_0978_0,106,1060,-577.9141030000028
6_0978_0.xyz,03_6_0978_0,107,1070,-577.9922280000028
6_0978_0.xyz,03_6_0978_0,108,1080,-578.0234780000028
6_0978_0.xyz,03_6_0978_0,109,1090,-577.5937905000028
6_0978_0.xyz,03_6_0978_0,110,1100,-577.0703530000028
6_0978_0.xyz,03_6_0978_0,111,1110,-577.7656655000028
6_0978_0.xyz,03_6_0978_0,112,1120,-577.8359780000028
6_0978_0.xyz,03_6_0978_0,113,1130,-577.3984780000028
6_0978_0.xyz,03_6_0978_0,114,1140,-577.5391030000028
6_0978_0.xyz,03_6_0978_0,115,1150,-578.0547280000028
6_0978_0.xyz,03_6_0978_0,116,1160,-577.2891030000028
6_0978_0.xyz,03_6_0978_0,117,1170,-577.6719155000028
6_0978_0.xyz,03_6_0978_0,118,1180,-576.9453530000028
6_0978_0.xyz,03_6_0978_0,119,1190,-576.7500405000028
6_0978_0.xyz,03_6_0978_0,120,1200,-577.5703530000028
6_0978_0.xyz,03_6_0978_0,121,1210,-577.0703530000028
6_0978_0.xyz,03_6_0978_0,122,1220,-576.4141030000028
6_0978_0.xyz,03_6_0978_0,123,1230,-577.8359780000028
6_0978_0.xyz,03_6_0978_0,124,1240,-577.1406655000028
6_0978_0.xyz,03_6_0978_0,125,1250,-577.6875405000028
6_0978_0.xyz,03_6_0978_0,126,1260,-577.5391030000028
6_0978_0.xyz,03_6_0978_0,127,1270,-577.1875405000028
6_0978_0.xyz,03_6_0978_0,128,1280,-577.7500405000028
6_0978_0.xyz,03_6_0978_0,129,1290,-577.0859780000028
6_0978_0.xyz,03_6_0978_0,130,1300,-577.3359780000028
6_0978_0.xyz,03_6_0978_0,131,1310,-576.7969155000028
6_0978_0.xyz,03_6_0978_0,132,1320,-577.1406655000028
6_0978_0.xyz,03_6_0978_0,133,1330,-577.4453530000028
6_0978_0.xyz,03_6_0978_0,134,1340,-577.0781655000028
6_0978_0.xyz,03_6_0978_0,135,1350,-576.8203530000028
6_0978_0.xyz,03_6_0978_0,136,1360,-576.7656655000028
6_0978_0.xyz,03_6_0978_0,137,1370,-577.0547280000028
6_0978_0.xyz,03_6_0978_0,138,1380,-576.8437905000028
6_0978_0.xyz,03_6_0978_0,139,1390,-576.3984780000028
6_0978_0.xyz,03_6_0978_0,140,1400,-576.8984780000028
6_0978_0.xyz,03_6_0978_0,141,1410,-577.1797280000028
6_0978_0.xyz,03_6_0978_0,142,1420,-577.3672280000028
6_0978_0.xyz,03_6_0978_0,143,1430,-577.9062905000028
6_0978_0.xyz,03_6_0978_0,144,1440,-576.9453530000028
6_0978_0.xyz,03_6_0978_0,145,1450,-577.1875405000028
6_0978_0.xyz,03_6_0978_0,146,1460,-577.3984780000028
6_0978_0.xyz,03_6_0978_0,147,1470,-577.6172280000028
6_0978_0.xyz,03_6_0978_0,148,1480,-576.6641030000028
6_0978_0.xyz,03_6_0978_0,149,1490,-576.6641030000028
6_0978_0.xyz,03_6_0978_0,150,1500,-577.6016030000028
6_0978_0.xyz,03_6_0978_0,151,1510,-576.9609780000028
6_0978_0.xyz,03_6_0978_0,152,1520,-576.8750405000028
6_0978_0.xyz,03_6_0978_0,153,1530,-577.0234780000028
6_0978_0.xyz,03_6_0978_0,154,1540,-577.1797280000028
6_0978_0.xyz,03_6_0978_0,155,1550,-577.0391030000028
6_0978_0.xyz,03_6_0978_0,156,1560,-577.0859780000028
6_0978_0.xyz,03_6_0978_0,157,1570,-577.2266030000028
6_0978_0.xyz,03_6_0978_0,158,1580,-576.9453530000028
6_0978_0.xyz,03_6_0978_0,159,1590,-576.9922280000028
6_0978_0.xyz,03_6_0978_0,160,1600,-577.4219155000028
6_0978_0.xyz,03_6_0978_0,161,1610,-576.3359780000028
6_0978_0.xyz,03_6_0978_0,162,1620,-577.2578530000028
6_0978_0.xyz,03_6_0978_0,163,1630,-575.9297280000028
6_0978_0.xyz,03_6_0978_0,164,1640,-576.9297280000028
6_0978_0.xyz,03_6_0978_0,165,1650,-576.7812905000028
6_0978_0.xyz,03_6_0978_0,166,1660,-576.4844155000028
6_0978_0.xyz,03_6_0978_0,167,1670,-576.8203530000028
6_0978_0.xyz,03_6_0978_0,168,1680,-576.5078530000028
6_0978_0.xyz,03_6_0978_0,169,1690,-577.2734780000028
6_0978_0.xyz,03_6_0978_0,170,1700,-577.1172280000028
6_0978_0.xyz,03_6_0978_0,171,1710,-577.3516030000028
6_0978_0.xyz,03_6_0978_0,172,1720,-577.2656655000028
6_0978_0.xyz,03_6_0978_0,173,1730,-577.7344155000028
6_0978_0.xyz,03_6_0978_0,174,1740,-577.0000405000028
6_0978_0.xyz,03_6_0978_0,175,1750,-577.4531655000028
6_0978_0.xyz,03_6_0978_0,176,1760,-577.3750405000028
6_0978_0.xyz,03_6_0978_0,177,1770,-577.0156655000028
6_0978_0.xyz,03_6_0978_0,178,1780,-577.3828530000028
6_0978_0.xyz,03_6_0978_0,179,1790,-576.3672280000028
6_0978_0.xyz,03_6_0978_0,180,1800,-577.5000405000028
6_0978_0.xyz,03_6_0978_0,181,1810,-577.3672280000028
6_0978_0.xyz,03_6_0978_0,182,1820,-577.7109780000028
6_0978_0.xyz,03_6_0978_0,183,1830,-577.3281655000028
6_0978_0.xyz,03_6_0978_0,184,1840,-577.0078530000028
6_0978_0.xyz,03_6_0978_0,185,1850,-576.9141030000028
6_0978_0.xyz,03_6_0978_0,186,1860,-576.1719155000028
6_0978_0.xyz,03_6_0978_0,187,1870,-576.5156655000028
6_0978_0.xyz,03_6_0978_0,188,1880,-577.2734780000028
6_0978_0.xyz,03_6_0978_0,189,1890,-576.8437905000028
6_0978_0.xyz,03_6_0978_0,190,1900,-576.2656655000028
6_0978_0.xyz,03_6_0978_0,191,1910,-576.8125405000028
6_0978_0.xyz,03_6_0978_0,192,1920,-577.2422280000028
6_0978_0.xyz,03_6_0978_0,193,1930,-577.1250405000028
6_0978_0.xyz,03_6_0978_0,194,1940,-577.1250405000028
6_0978_0.xyz,03_6_0978_0,195,1950,-577.2500405000028
6_0978_0.xyz,03_6_0978_0,196,1960,-577.1641030000028
6_0978_0.xyz,03_6_0978_0,197,1970,-577.4062905000028
6_0978_0.xyz,03_6_0978_0,198,1980,-577.8672280000028
6_0978_0.xyz,03_6_0978_0,199,1990,-578.4375405000028
6_0978_0.xyz,03_6_0978_0,200,2000,-578.0469155000028
7_0231_n2.xyz,04_7_0231_n2,1,10,-582.3070484999917
7_0231_n2.xyz,04_7_0231_n2,2,20,-582.5257984999917
7_0231_n2.xyz,04_7_0231_n2,3,30,-582.0101734999917
7_0231_n2.xyz,04_7_0231_n2,4,40,-582.2523609999917
7_0231_n2.xyz,04_7_0231_n2,5,50,-582.2679859999917
7_0231_n2.xyz,04_7_0231_n2,6,60,-581.6742359999917
7_0231_n2.xyz,04_7_0231_n2,7,70,-581.9945484999917
7_0231_n2.xyz,04_7_0231_n2,8,80,-581.5804859999917
7_0231_n2.xyz,04_7_0231_n2,9,90,-582.6429859999917
7_0231_n2.xyz,04_7_0231_n2,10,100,-581.4554859999917
7_0231_n2.xyz,04_7_0231_n2,11,110,-581.9086109999917
7_0231_n2.xyz,04_7_0231_n2,12,120,-581.5257984999917
7_0231_n2.xyz,04_7_0231_n2,13,130,-581.8773609999917
7_0231_n2.xyz,04_7_0231_n2,14,140,-581.8539234999917
7_0231_n2.xyz,04_7_0231_n2,15,150,-581.2679859999917
7_0231_n2.xyz,04_7_0231_n2,16,160,-581.8539234999917
7_0231_n2.xyz,04_7_0231_n2,17,170,-581.4789234999917
7_0231_n2.xyz,04_7_0231_n2,18,180,-582.2211109999917
7_0231_n2.xyz,04_7_0231_n2,19,190,-581.7992359999917
7_0231_n2.xyz,04_7_0231_n2,20,200,-581.7836109999917
7_0231_n2.xyz,04_7_0231_n2,21,210,-581.8929859999917
7_0231_n2.xyz,04_7_0231_n2,22,220,-581.7836109999917
7_0231_n2.xyz,04_7_0231_n2,23,230,-581.5726734999917
7_0231_n2.xyz,04_7_0231_n2,24,240,-582.5804859999917
7_0231_n2.xyz,04_7_0231_n2,25,250,-581.7757984999917
7_0231_n2.xyz,04_7_0231_n2,26,260,-582.1039234999917
7_0231_n2.xyz,04_7_0231_n2,27,270,-582.3382984999917
7_0231_n2.xyz,04_7_0231_n2,28,280,-581.5101734999917
7_0231_n2.xyz,04_7_0231_n2,29,290,-581.1117359999917
7_0231_n2.xyz,04_7_0231_n2,30,300,-581.0257984999917
7_0231_n2.xyz,04_7_0231_n2,31,310,-581.4554859999917
7_0231_n2.xyz,04_7_0231_n2,32,320,-581.1351734999917
7_0231_n2.xyz,04_7_0231_n2,33,330,-581.6351734999917
7_0231_n2.xyz,04_7_0231_n2,34,340,-581.0179859999917
7_0231_n2.xyz,04_7_0231_n2,35,350,-581.3851734999917
7_0231_n2.xyz,04_7_0231_n2,36,360,-581.9945484999917
7_0231_n2.xyz,04_7_0231_n2,37,370,-581.5492359999917
7_0231_n2.xyz,04_7_0231_n2,38,380,-581.7289234999917
7_0231_n2.xyz,04_7_0231_n2,39,390,-581.7601734999917
7_0231_n2.xyz,04_7_0231_n2,40,400,-581.3461109999917
7_0231_n2.xyz,04_7_0231_n2,41,410,-582.0179859999917
7_0231_n2.xyz,04_7_0231_n2,42,420,-582.1273609999917
7_0231_n2.xyz,04_7_0231_n2,43,430,-581.0336109999917
7_0231_n2.xyz,04_7_0231_n2,44,440,-581.2367359999917
7_0231_n2.xyz,04_7_0231_n2,45,450,-581.3929859999917
7_0231_n2.xyz,04_7_0231_n2,46,460,-581.8382984999917
7_0231_n2.xyz,04_7_0231_n2,47,470,-581.5648609999917
7_0231_n2.xyz,04_7_0231_n2,48,480,-581.0726734999917
7_0231_n2.xyz,04_7_0231_n2,49,490,-581.1976734999917
7_0231_n2.xyz,04_7_0231_n2,50,500,-581.6664234999917
7_0231_n2.xyz,04_7_0231_n2,51,510,-581.6273609999917
7_0231_n2.xyz,04_7_0231_n2,52,520,-580.5257984999917
7_0231_n2.xyz,04_7_0231_n2,53,530,-581.1820484999917
7_0231_n2.xyz,04_7_0231_n2,54,540,-581.3617359999917
7_0231_n2.xyz,04_7_0231_n2,55,550,-581.0101734999917
7_0231_n2.xyz,04_7_0231_n2,56,560,-581.7757984999917
7_0231_n2.xyz,04_7_0231_n2,57,570,-581.2289234999917
7_0231_n2.xyz,04_7_0231_n2,58,580,-581.5414234999917
7_0231_n2.xyz,04_7_0231_n2,59,590,-581.8695484999917
7_0231_n2.xyz,04_7_0231_n2,60,600,-581.2367359999917
7_0231_n2.xyz,04_7_0231_n2,61,610,-581.0882984999917
7_0231_n2.xyz,04_7_0231_n2,62,620,-581.3617359999917
7_0231_n2.xyz,04_7_0231_n2,63,630,-581.4789234999917
7_0231_n2.xyz,04_7_0231_n2,64,640,-581.1820484999917
7_0231_n2.xyz,04_7_0231_n2,65,650,-581.2289234999917
7_0231_n2.xyz,04_7_0231_n2,66,660,-582.2679859999917
7_0231_n2.xyz,04_7_0231_n2,67,670,-581.5648609999917
7_0231_n2.xyz,04_7_0231_n2,68,680,-581.5804859999917
7_0231_n2.xyz,04_7_0231_n2,69,690,-581.7367359999917
7_0231_n2.xyz,04_7_0231_n2,70,700,-581.1351734999917
7_0231_n2.xyz,04_7_0231_n2,71,710,-581.7132984999917
7_0231_n2.xyz,04_7_0231_n2,72,720,-580.7601734999917
7_0231_n2.xyz,04_7_0231_n2,73,730,-581.9164234999917
7_0231_n2.xyz,04_7_0231_n2,74,740,-581.0961109999917
7_0231_n2.xyz,04_7_0231_n2,75,750,-581.9007984999917
7_0231_n2.xyz,04_7_0231_n2,76,760,-581.5023609999917
7_0231_n2.xyz,04_7_0231_n2,77,770,-580.8773609999917
7_0231_n2.xyz,04_7_0231_n2,78,780,-581.6664234999917
7_0231_n2.xyz,04_7_0231_n2,79,790,-580.7289234999917
7_0231_n2.xyz,04_7_0231_n2,80,800,-581.7132984999917
7_0231_n2.xyz,04_7_0231_n2,81,810,-580.7289234999917
7_0231_n2.xyz,04_7_0231_n2,82,820,-581.2445484999917
7_0231_n2.xyz,04_7_0231_n2,83,830,-581.3148609999917
7_0231_n2.xyz,04_7_0231_n2,84,840,-582.0023609999917
7_0231_n2.xyz,04_7_0231_n2,85,850,-582.2757984999917
7_0231_n2.xyz,04_7_0231_n2,86,860,-581.7523609999917
7_0231_n2.xyz,04_7_0231_n2,87,870,-581.9242359999917
7_0231_n2.xyz,04_7_0231_n2,88,880,-581.1742359999917
7_0231_n2.xyz,04_7_0231_n2,89,890,-581.6273609999917
7_0231_n2.xyz,04_7_0231_n2,90,900,-581.8461109999917
7_0231_n2.xyz,04_7_0231_n2,91,910,-582.4632984999917
7_0231_n2.xyz,04_7_0231_n2,92,920,-581.0961109999917
7_0231_n2.xyz,04_7_0231_n2,93,930,-581.2679859999917
7_0231_n2.xyz,04_7_0231_n2,94,940,-581.6507984999917
7_0231_n2.xyz,04_7_0231_n2,95,950,-581.9554859999917
7_0231_n2.xyz,04_7_0231_n2,96,960,-581.5648609999917
7_0231_n2.xyz,04_7_0231_n2,97,970,-581.7054859999917
7_0231_n2.xyz,04_7_0231_n2,98,980,-581.7914234999917
7_0231_n2.xyz,04_7_0231_n2,99,990,-581.4632984999917
7_0231_n2.xyz,04_7_0231_n2,100,1000,-582.0179859999917
7_0231_n2.xyz,04_7_0231_n2,101,1010,-581.6195484999917
7_0231_n2.xyz,04_7_0231_n2,102,1020,-581.7523609999917
7_0231_n2.xyz,04_7_0231_n2,103,1030,-581.0257984999917
7_0231_n2.xyz,04_7_0231_n2,104,1040,-581.9164234999917
7_0231_n2.xyz,04_7_0231_n2,105,1050,-581.4711109999917
7_0231_n2.xyz,04_7_0231_n2,106,1060,-582.2211109999917
7_0231_n2.xyz,04_7_0231_n2,107,1070,-582.3773609999917
7_0231_n2.xyz,04_7_0231_n2,108,1080,-581.1351734999917
7_0231_n2.xyz,04_7_0231_n2,109,1090,-581.3617359999917
7_0231_n2.xyz,04_7_0231_n2,110,1100,-580.8148609999917
7_0231_n2.xyz,04_7_0231_n2,111,1110,-581.0882984999917
7_0231_n2.xyz,04_7_0231_n2,112,1120,-581.1117359999917
7_0231_n2.xyz,04_7_0231_n2,113,1130,-581.8226734999917
7_0231_n2.xyz,04_7_0231_n2,114,1140,-581.3304859999917
7_0231_n2.xyz,04_7_0231_n2,115,1150,-580.7914234999917
7_0231_n2.xyz,04_7_0231_n2,116,1160,-581.9164234999917
7_0231_n2.xyz,04_7_0231_n2,117,1170,-581.4164234999917
7_0231_n2.xyz,04_7_0231_n2,118,1180,-581.4398609999917
7_0231_n2.xyz,04_7_0231_n2,119,1190,-581.1976734999917
7_0231_n2.xyz,04_7_0231_n2,120,1200,-581.0336109999917
7_0231_n2.xyz,04_7_0231_n2,121,1210,-581.8695484999917
7_0231_n2.xyz,04_7_0231_n2,122,1220,-581.7679859999917
7_0231_n2.xyz,04_7_0231_n2,123,1230,-581.0961109999917
7_0231_n2.xyz,04_7_0231_n2,124,1240,-581.2679859999917
7_0231_n2.xyz,04_7_0231_n2,125,1250,-581.0257984999917
7_0231_n2.xyz,04_7_0231_n2,126,1260,-581.6664234999917
7_0231_n2.xyz,04_7_0231_n2,127,1270,-581.0257984999917
7_0231_n2.xyz,04_7_0231_n2,128,1280,-580.9164234999917
7_0231_n2.xyz,04_7_0231_n2,129,1290,-581.1273609999917
7_0231_n2.xyz,04_7_0231_n2,130,1300,-581.5023609999917
7_0231_n2.xyz,04_7_0231_n2,131,1310,-581.1273609999917
7_0231_n2.xyz,04_7_0231_n2,132,1320,-581.4476734999917
7_0231_n2.xyz,04_7_0231_n2,133,1330,-581.6039234999917
7_0231_n2.xyz,04_7_0231_n2,134,1340,-581.6195484999917
7_0231_n2.xyz,04_7_0231_n2,135,1350,-581.0882984999917
7_0231_n2.xyz,04_7_0231_n2,136,1360,-580.8304859999917
7_0231_n2.xyz,04_7_0231_n2,137,1370,-580.8695484999917
7_0231_n2.xyz,04_7_0231_n2,138,1380,-581.2367359999917
7_0231_n2.xyz,04_7_0231_n2,139,1390,-580.3304859999917
7_0231_n2.xyz,04_7_0231_n2,140,1400,-580.4945484999917
7_0231_n2.xyz,04_7_0231_n2,141,1410,-581.1976734999917
7_0231_n2.xyz,04_7_0231_n2,142,1420,-580.7992359999917
7_0231_n2.xyz,04_7_0231_n2,143,1430,-580.9789234999917
7_0231_n2.xyz,04_7_0231_n2,144,1440,-581.3382984999917
7_0231_n2.xyz,04_7_0231_n2,145,1450,-581.5648609999917
7_0231_n2.xyz,04_7_0231_n2,146,1460,-581.6820484999917
7_0231_n2.xyz,04_7_0231_n2,147,1470,-581.5492359999917
7_0231_n2.xyz,04_7_0231_n2,148,1480,-581.8773609999917
7_0231_n2.xyz,04_7_0231_n2,149,1490,-581.9476734999917
7_0231_n2.xyz,04_7_0231_n2,150,1500,-581.1586109999917
7_0231_n2.xyz,04_7_0231_n2,151,1510,-581.6664234999917
7_0231_n2.xyz,04_7_0231_n2,152,1520,-580.9554859999917
7_0231_n2.xyz,04_7_0231_n2,153,1530,-581.1586109999917
7_0231_n2.xyz,04_7_0231_n2,154,1540,-580.8070484999917
7_0231_n2.xyz,04_7_0231_n2,155,1550,-580.4320484999917
7_0231_n2.xyz,04_7_0231_n2,156,1560,-581.2289234999917
7_0231_n2.xyz,04_7_0231_n2,157,1570,-580.6976734999917
7_0231_n2.xyz,04_7_0231_n2,158,1580,-581.0414234999917
7_0231_n2.xyz,04_7_0231_n2,159,1590,-580.6351734999917
7_0231_n2.xyz,04_7_0231_n2,160,1600,-581.8539234999917
7_0231_n2.xyz,04_7_0231_n2,161,1610,-581.4320484999917
7_0231_n2.xyz,04_7_0231_n2,162,1620,-581.1273609999917
7_0231_n2.xyz,04_7_0231_n2,163,1630,-580.7601734999917
7_0231_n2.xyz,04_7_0231_n2,164,1640,-580.8304859999917
7_0231_n2.xyz,04_7_0231_n2,165,1650,-581.6351734999917
7_0231_n2.xyz,04_7_0231_n2,166,1660,-581.5570484999917
7_0231_n2.xyz,04_7_0231_n2,167,1670,-581.6586109999917
7_0231_n2.xyz,04_7_0231_n2,168,1680,-580.8539234999917
7_0231_n2.xyz,04_7_0231_n2,169,1690,-580.8773609999917
7_0231_n2.xyz,04_7_0231_n2,170,1700,-581.5804859999917
7_0231_n2.xyz,04_7_0231_n2,171,1710,-581.7054859999917
7_0231_n2.xyz,04_7_0231_n2,172,1720,-581.4086109999917
7_0231_n2.xyz,04_7_0231_n2,173,1730,-581.8461109999917
7_0231_n2.xyz,04_7_0231_n2,174,1740,-581.4945484999917
7_0231_n2.xyz,04_7_0231_n2,175,1750,-581.2132984999917
7_0231_n2.xyz,04_7_0231_n2,176,1760,-581.5023609999917
7_0231_n2.xyz,04_7_0231_n2,177,1770,-581.2679859999917
7_0231_n2.xyz,04_7_0231_n2,178,1780,-581.7367359999917
7_0231_n2.xyz,04_7_0231_n2,179,1790,-582.0179859999917
7_0231_n2.xyz,04_7_0231_n2,180,1800,-581.9086109999917
7_0231_n2.xyz,04_7_0231_n2,181,1810,-582.1586109999917
7_0231_n2.xyz,04_7_0231_n2,182,1820,-582.3929859999917
7_0231_n2.xyz,04_7_0231_n2,183,1830,-582.0414234999917
7_0231_n2.xyz,04_7_0231_n2,184,1840,-581.9867359999917
7_0231_n2.xyz,04_7_0231_n2,185,1850,-582.3773609999917
7_0231_n2.xyz,04_7_0231_n2,186,1860,-582.5257984999917
7_0231_n2.xyz,04_7_0231_n2,187,1870,-581.6820484999917
7_0231_n2.xyz,04_7_0231_n2,188,1880,-582.3695484999917
7_0231_n2.xyz,04_7_0231_n2,189,1890,-581.5257984999917
7_0231_n2.xyz,04_7_0231_n2,190,1900,-582.1195484999917
7_0231_n2.xyz,04_7_0231_n2,191,1910,-582.2445484999917
7_0231_n2.xyz,04_7_0231_n2,192,1920,-582.0101734999917
7_0231_n2.xyz,04_7_0231_n2,193,1930,-582.5257984999917
7_0231_n2.xyz,04_7_0231_n2,194,1940,-582.8773609999917
7_0231_n2.xyz,04_7_0231_n2,195,1950,-582.8382984999917
7_0231_n2.xyz,04_7_0231_n2,196,1960,-582.4164234999917
7_0231_n2.xyz,04_7_0231_n2,197,1970,-582.4086109999917
7_0231_n2.xyz,04_7_0231_n2,198,1980,-582.5257984999917
7_0231_n2.xyz,04_7_0231_n2,199,1990,-581.4789234999917
7_0231_n2.xyz,04_7_0231_n2,200,2000,-581.9398609999917
5_0513_0.xyz,05_5_0513_0,1,10,-389.0733079999991
5_0513_0.xyz,05_5_0513_0,2,20,-389.1670579999991
5_0513_0.xyz,05_5_0513_0,3,30,-388.9092454999991
5_0513_0.xyz,05_5_0513_0,4,40,-389.0733079999991
5_0513_0.xyz,05_5_0513_0,5,50,-388.4287767499991
5_0513_0.xyz,05_5_0513_0,6,60,-388.9600267499991
5_0513_0.xyz,05_5_0513_0,7,70,-389.0029954999991
5_0513_0.xyz,05_5_0513_0,8,80,-388.7686204999991
5_0513_0.xyz,05_5_0513_0,9,90,-389.3350267499991
5_0513_0.xyz,05_5_0513_0,10,100,-389.2725267499991
5_0513_0.xyz,05_5_0513_0,11,110,-388.4014329999991
5_0513_0.xyz,05_5_0513_0,12,120,-389.0029954999991
5_0513_0.xyz,05_5_0513_0,13,130,-389.0850267499991
5_0513_0.xyz,05_5_0513_0,14,140,-388.8779954999991
